"gene_id","chr","start","end","width","cpg_oe"
"gene-LOC134687274","NC_086382.1",36144798,36147047,2250,0.564187024989787
"gene-LOC134687864","NC_086382.1",36194784,36198638,3855,0.309807546092661
"gene-LOC134687865","NC_086382.1",36244219,36262737,18519,0.559998763625558
"gene-LOC134687866","NC_086382.1",36271616,36273013,1398,0.407663937005788
"gene-LOC134687867","NC_086382.1",36282242,36337884,55643,0.775329381167819
"gene-LOC134686208","NC_086382.1",36359423,36374863,15441,0.845308709921741
"gene-LOC134687277","NC_086382.1",36377715,36389858,12144,0.929302242177885
"gene-LOC134687868","NC_086382.1",36432406,36441468,9063,0.961357294934863
"gene-LOC134687278","NC_086382.1",36471149,36497472,26324,0.864292119221498
"gene-LOC134686209","NC_086382.1",36510509,36512349,1841,0.764758638875947
"gene-LOC134687279","NC_086382.1",36533265,36535278,2014,1.00275839090984
"gene-LOC134687280","NC_086382.1",36545214,36566876,21663,0.362725441267743
"gene-LOC134687283","NC_086382.1",36577914,36594426,16513,0.326585820751539
"gene-LOC134686391","NC_086382.1",36581489,36583447,1959,0.12452919060655
"gene-LOC134687282","NC_086382.1",36594373,36614952,20580,0.444296388281097
"gene-LOC134687284","NC_086382.1",36621366,36626675,5310,0.486428409795715
"gene-LOC134686211","NC_086382.1",36632131,36635398,3268,0.885440826002691
"gene-LOC134687285","NC_086382.1",36637766,36661696,23931,0.448201731676904
"gene-LOC134687286","NC_086382.1",36668686,36678532,9847,0.466065942265764
"gene-LOC134687288","NC_086382.1",36678562,36683162,4601,0.315643888631636
"gene-LOC134687292","NC_086382.1",36688913,36701807,12895,0.381744986902839
"gene-LOC134687290","NC_086382.1",36708321,36799106,90786,0.396748544314581
"gene-LOC134687293","NC_086382.1",36734740,36737329,2590,0.512485091981743
"gene-LOC134687289","NC_086382.1",36807994,36838129,30136,0.437881625654839
"gene-LOC134687291","NC_086382.1",36838309,36863360,25052,0.365378929274308
"gene-LOC134686212","NC_086382.1",36877992,36884511,6520,0.892618389344381
"gene-LOC134687296","NC_086382.1",36927594,36936561,8968,0.561738902207232
"gene-LOC134687297","NC_086382.1",36937141,36949251,12111,0.615350055689597
"gene-LOC134687294","NC_086382.1",36952764,36973109,20346,0.457168833170856
"gene-LOC134687298","NC_086382.1",36978500,36988205,9706,0.362706642190206
"gene-LOC134687299","NC_086382.1",36993884,37017652,23769,0.399982444592187
"gene-LOC134687300","NC_086382.1",37026680,37133330,106651,0.37610022128714
"gene-LOC134687302","NC_086382.1",37138363,37170282,31920,0.49980134663949
"gene-LOC134686213","NC_086382.1",37198915,37249714,50800,0.855908121189803
"gene-LOC134687304","NC_086382.1",37513693,37528676,14984,0.903904365941759
"gene-LOC134687869","NC_086382.1",37557309,37559258,1950,1.08761033395328
"gene-LOC134687871","NC_086382.1",37636066,37659139,23074,0.643530395633781
"gene-LOC134686214","NC_086382.1",37638311,37642719,4409,0.400553889345168
"gene-LOC134687305","NC_086382.1",37644505,37645722,1218,0.540318820348629
"gene-LOC134686215","NC_086382.1",37651669,37653149,1481,0.564571685971686
"gene-LOC134686216","NC_086382.1",37660586,37664307,3722,0.976481972917895
"gene-LOC134686217","NC_086382.1",37665710,37667475,1766,1.02335940148971
"gene-LOC134687872","NC_086382.1",37669251,37675816,6566,0.698986980058374
"gene-LOC134687873","NC_086382.1",37680906,37701358,20453,0.802256706805453
"gene-LOC134687874","NC_086382.1",37708440,37711404,2965,0.506835327645577
"gene-LOC134687307","NC_086382.1",37778600,37787847,9248,0.319699706850411
"gene-LOC134687310","NC_086382.1",37796797,37821266,24470,0.354566194477452
"gene-LOC134687308","NC_086382.1",37821294,37948117,126824,0.376182795733115
"gene-LOC134687311","NC_086382.1",37952785,37959049,6265,0.390573742333071
"gene-LOC134687312","NC_086382.1",37971706,37987905,16200,0.484588920663814
"gene-LOC134687876","NC_086382.1",38017681,38018097,417,1.11511912457291
"gene-LOC134687877","NC_086382.1",38029854,38030279,426,1.03501782291155
"gene-LOC134687313","NC_086382.1",38039502,38127196,87695,0.428458142846352
"gene-LOC134687878","NC_086382.1",38129696,38148257,18562,0.800018279258136
"gene-LOC134687314","NC_086382.1",38160739,38178669,17931,0.359155145450524
"gene-LOC134687879","NC_086382.1",38178908,38323261,144354,0.407992578855926
"gene-LOC134687316","NC_086382.1",38326864,38405056,78193,0.426492297466698
"gene-LOC134687880","NC_086382.1",38405374,38407986,2613,0.582905511953608
"gene-LOC134687317","NC_086382.1",38446266,38507768,61503,0.382742049972518
"gene-LOC134687318","NC_086382.1",38545928,38595258,49331,0.91541358749258
"gene-LOC134686218","NC_086382.1",38619864,38632117,12254,0.788711126368874
"gene-LOC134687881","NC_086382.1",38680172,38687371,7200,0.282654906158987
"gene-LOC134687882","NC_086382.1",38697764,38709441,11678,0.344298208032116
"gene-LOC134686221","NC_086382.1",38736229,38749776,13548,0.763162716260907
"gene-LOC134686222","NC_086382.1",38786005,38788174,2170,0.948392157418343
"gene-LOC134686223","NC_086382.1",38805166,38813573,8408,0.829489808375093
"gene-LOC134687883","NC_086382.1",38827214,38835409,8196,0.962106952852223
"gene-LOC134687885","NC_086382.1",38843880,38852456,8577,0.927840862704267
"gene-LOC134687886","NC_086382.1",38862883,38874250,11368,0.735323732940207
"gene-LOC134686224","NC_086382.1",38902672,38914699,12028,0.925739352722082
"gene-LOC134687319","NC_086382.1",38946322,39016323,70002,0.460836005883764
"gene-LOC134687320","NC_086382.1",39016416,39036504,20089,0.403638050762056
"gene-LOC134686225","NC_086382.1",39070662,39073798,3137,1.12485224894345
"gene-LOC134687887","NC_086382.1",39075195,39079151,3957,0.832498427866963
"gene-LOC134687889","NC_086382.1",39082890,39087002,4113,0.729435606608622
"gene-LOC134686226","NC_086382.1",39103955,39107168,3214,0.901010997043308
"gene-LOC134687321","NC_086382.1",39109700,39113587,3888,1.13815343795124
"gene-LOC134687322","NC_086382.1",39119330,39123436,4107,0.920586802175083
"gene-LOC134687323","NC_086382.1",39136357,39150650,14294,0.872153340502394
"gene-LOC134687890","NC_086382.1",39156701,39179094,22394,0.830128533501008
"gene-LOC134687324","NC_086382.1",39205057,39210787,5731,0.333579922422564
"gene-LOC134687325","NC_086382.1",39210801,39229376,18576,0.503943585387177
"gene-LOC134687326","NC_086382.1",39230543,39238735,8193,0.524283986244973
"gene-LOC134687329","NC_086382.1",39245947,39256063,10117,0.270058407154257
"gene-LOC134687891","NC_086382.1",39253612,39254895,1284,0.29144287483233
"gene-LOC134687328","NC_086382.1",39256257,39301518,45262,0.427616051188262
"gene-LOC134687892","NC_086382.1",39332375,39333640,1266,1.16953919124354
"gene-LOC134687330","NC_086382.1",39353846,39357700,3855,0.40883891061328
"gene-LOC134687893","NC_086382.1",39357769,39361513,3745,0.391670850066934
"gene-LOC134687331","NC_086382.1",39365456,39371334,5879,0.693614364201702
"gene-LOC134686227","NC_086382.1",39397029,39400185,3157,0.926346759611322
"gene-LOC134687894","NC_086382.1",39550349,39556632,6284,0.720393987532779
"gene-LOC134686230","NC_086382.1",39614711,39615850,1140,0.218967064378019
"gene-LOC134687895","NC_086382.1",39620031,39622550,2520,0.28706286083351
"gene-LOC134686231","NC_086382.1",39623452,39626819,3368,0.245380474227426
"gene-LOC134687896","NC_086382.1",39684746,39685801,1056,0.496089305945228
"gene-LOC134687332","NC_086382.1",39686158,39688346,2189,0.198619229968678
"gene-LOC134687897","NC_086382.1",39688348,39691031,2684,0.482479851341798
"gene-LOC134687333","NC_086382.1",39808991,39823228,14238,0.824899584684691
"gene-LOC134687334","NC_086382.1",39825597,39840368,14772,0.884715823091336
"gene-LOC134686232","NC_086382.1",39843797,39847533,3737,0.86309346738177
"gene-LOC134687335","NC_086382.1",39848729,39858918,10190,0.78792628216897
"gene-LOC134687336","NC_086382.1",39867307,39869380,2074,0.747294717140116
"gene-LOC134686233","NC_086382.1",39893558,39899735,6178,0.910720418073242
"gene-LOC134686234","NC_086382.1",39906194,39912713,6520,0.873116928594862
"gene-LOC134687337","NC_086382.1",39914617,39918121,3505,0.992327209598278
"gene-LOC134687338","NC_086382.1",39955448,39969808,14361,0.447284876989254
"gene-LOC134687339","NC_086382.1",39975590,39982271,6682,0.557095325742197
"gene-LOC134687341","NC_086382.1",40023542,40031464,7923,0.899968651482274
"gene-LOC134687340","NC_086382.1",40030352,40061661,31310,0.839276954925487
"gene-LOC134687899","NC_086382.1",40069031,40078871,9841,0.894497129868783
"gene-LOC134687900","NC_086382.1",40090112,40106030,15919,0.787157303626821
"gene-LOC134686235","NC_086382.1",40116025,40142477,26453,0.713191921736106
"gene-LOC134687343","NC_086382.1",40121238,40122311,1074,0.210070531259728
"gene-LOC134686398","NC_086382.1",40132520,40133292,773,0.733099404427684
"gene-LOC134686236","NC_086382.1",40149841,40162978,13138,0.854755323025902
"gene-LOC134687344","NC_086382.1",40215661,40229507,13847,0.883106466599007
"gene-LOC134687345","NC_086382.1",40239700,40250838,11139,0.317434246167099
"gene-LOC134687347","NC_086382.1",40256909,40263075,6167,0.940939241238711
"gene-LOC134686238","NC_086382.1",40266322,40270756,4435,0.678585621482991
"gene-LOC134687901","NC_086382.1",40290299,40327954,37656,0.841992423261263
"gene-LOC134687348","NC_086382.1",40330786,40337675,6890,0.461126808224905
"gene-LOC134687902","NC_086382.1",40338318,40376269,37952,0.793195676014835
"gene-LOC134686239","NC_086382.1",40389631,40410398,20768,0.608343525549852
"gene-LOC134686240","NC_086382.1",40442441,40452281,9841,0.782285494495281
"gene-LOC134686241","NC_086382.1",40467266,40473203,5938,0.441905550569181
"gene-LOC134686243","NC_086382.1",40475025,40477887,2863,0.293950734681908
"gene-LOC134686242","NC_086382.1",40477901,40498614,20714,0.989609025738817
"gene-LOC134686244","NC_086382.1",40525997,40539312,13316,0.751256996931809
"gene-LOC134687349","NC_086382.1",40579276,40591371,12096,0.766086087648375
"gene-LOC134687903","NC_086382.1",40626377,40746980,120604,0.498736692967611
"gene-LOC134686399","NC_086382.1",40673817,40675511,1695,0.372501776920442
"gene-LOC134686245","NC_086382.1",40784418,40789615,5198,0.80598964019829
"gene-LOC134687350","NC_086382.1",40801568,40820372,18805,0.82537778405597
"gene-LOC134687351","NC_086382.1",40822528,40886438,63911,0.986088629462946
"gene-LOC134687352","NC_086382.1",40888042,40899593,11552,0.785246086890063
"gene-LOC134687904","NC_086382.1",40905901,40932485,26585,0.536639939703441
"gene-LOC134686246","NC_086382.1",40922027,40923273,1247,0.471655632111949
"gene-LOC134687353","NC_086382.1",41028439,41036143,7705,0.870931298576255
"gene-LOC134686247","NC_086382.1",41102286,41114314,12029,0.777428731125343
"gene-LOC134687354","NC_086382.1",41125338,41176211,50874,0.395674503924001
"gene-LOC134687355","NC_086382.1",41180965,41245071,64107,0.435940294953459
"gene-LOC134686248","NC_086382.1",41249504,41261850,12347,0.850200093158319
"gene-LOC134686250","NC_086382.1",41272009,41290392,18384,0.820625893023645
"gene-LOC134687357","NC_086382.1",41293064,41299299,6236,0.828515449457558
"gene-LOC134687906","NC_086382.1",41295252,41296427,1176,0.905609987167504
"gene-LOC134687907","NC_086382.1",41304356,41304709,354,0.286523674625658
"gene-LOC134686251","NC_086382.1",41328241,41351010,22770,0.762819118475629
"gene-LOC134687908","NC_086382.1",41386924,41388966,2043,0.928205117713076
"gene-LOC134687358","NC_086382.1",41398381,41400587,2207,0.956024292660215
"gene-LOC134687359","NC_086382.1",41407177,41409043,1867,0.751672666729312
"gene-LOC134687360","NC_086382.1",41420417,41438534,18118,0.328544744748041
"gene-LOC134686252","NC_086382.1",41451294,41458589,7296,0.816417302083543
"gene-LOC134687361","NC_086382.1",41459682,41475150,15469,0.788177244623447
"gene-LOC134687366","NC_086382.1",41484866,41494908,10043,1.08931791375364
"gene-LOC134687367","NC_086382.1",41493842,41599088,105247,0.518116641279491
"gene-LOC134686253","NC_086382.1",41499235,41511839,12605,0.619469661788657
"gene-LOC134686254","NC_086382.1",41518757,41524018,5262,0.829618899277961
"gene-LOC134687362","NC_086382.1",41525859,41541249,15391,0.459832024268548
"gene-LOC134687364","NC_086382.1",41549599,41574133,24535,0.36670778533961
"gene-LOC134687363","NC_086382.1",41574165,41591522,17358,0.45085434739874
"gene-LOC134687368","NC_086382.1",41608249,41618962,10714,0.345555988562453
"gene-LOC134687369","NC_086382.1",41619243,41713602,94360,0.349432144684201
"gene-LOC134687370","NC_086382.1",41743477,41761087,17611,0.370805403686282
"gene-LOC134687371","NC_086382.1",41763900,41787029,23130,0.347762792961314
"gene-LOC134687372","NC_086382.1",41800660,41805327,4668,0.591199773886725
"gene-LOC134687373","NC_086382.1",41814697,41822029,7333,0.389369993083388
"gene-LOC134687374","NC_086382.1",41824838,41876191,51354,0.353739518752057
"gene-LOC134687376","NC_086382.1",41890098,41909111,19014,0.810878456127378
"gene-LOC134687377","NC_086382.1",41899496,41901391,1896,0.775090019661684
"gene-LOC134687909","NC_086382.1",41918245,41923824,5580,0.777278133207463
"gene-LOC134687910","NC_086382.1",41930462,41935781,5320,0.687129135586774
"gene-LOC134687911","NC_086382.1",41945824,41947404,1581,0.58069467676311
"gene-LOC134686255","NC_086382.1",41972295,41975656,3362,0.244653011605594
"gene-LOC134687378","NC_086382.1",41991645,42003336,11692,1.02397185492173
"gene-LOC134687379","NC_086382.1",42004736,42014234,9499,0.897999806426717
"gene-LOC134687381","NC_086382.1",42017552,42036866,19315,0.606087744980414
"gene-LOC134687380","NC_086382.1",42036651,42070202,33552,0.402076183977474
"gene-LOC134687912","NC_086382.1",42078212,42082952,4741,0.928687701932265
"gene-LOC134687383","NC_086382.1",42093328,42099823,6496,0.742126369426692
"gene-LOC134687384","NC_086382.1",42099856,42110455,10600,0.783890317500529
"gene-LOC134687914","NC_086382.1",42147458,42150115,2658,0.876568402096156
"gene-LOC134687915","NC_086382.1",42188225,42192576,4352,0.70603021679745
"gene-LOC134686256","NC_086382.1",42197987,42212291,14305,0.666552727296253
"gene-LOC134687385","NC_086382.1",42333250,42352562,19313,0.931669464604029
"gene-LOC134686258","NC_086382.1",42506543,42552783,46241,0.862228281287126
"gene-LOC134686257","NC_086382.1",42510721,42512049,1329,0.704822868580842
"gene-LOC134687386","NC_086382.1",42562300,42567252,4953,0.820843896955468
"gene-LOC134686259","NC_086382.1",42573665,42576576,2912,1.02593554305356
"gene-LOC134687916","NC_086382.1",42576894,42585201,8308,0.794917770499107
"gene-LOC134687917","NC_086382.1",42586543,42598074,11532,0.808187187270612
"gene-LOC134687918","NC_086382.1",42640060,42649661,9602,0.832634970993396
"gene-LOC134686261","NC_086382.1",42661171,42673579,12409,0.867401086153389
"gene-LOC134687387","NC_086382.1",42676215,42699534,23320,0.475156463438535
"gene-LOC134687388","NC_086382.1",42707709,42716214,8506,0.447563349545723
"gene-LOC134687389","NC_086382.1",42728469,42750227,21759,0.566015471283331
"gene-LOC134687390","NC_086382.1",42795231,42797233,2003,0.669239498905547
"gene-LOC134687919","NC_086382.1",42799092,42802320,3229,0.453298031936755
"gene-LOC134687920","NC_086382.1",42802360,42810975,8616,0.807561671663285
"gene-LOC134687921","NC_086382.1",42819219,42847824,28606,0.748464416029607
"gene-LOC134687392","NC_086382.1",42854558,42918659,64102,0.471566982113296
"gene-LOC134687393","NC_086382.1",42889925,42893430,3506,0.466329604954963
"gene-LOC134687394","NC_086382.1",42920034,42929095,9062,0.372604128279841
"gene-LOC134687395","NC_086382.1",42933551,42941986,8436,0.884428623385056
"gene-LOC134687396","NC_086382.1",42945357,42962487,17131,0.839284255873309
"gene-LOC134686262","NC_086382.1",42968514,42969749,1236,1.04043805165087
"gene-LOC134687397","NC_086382.1",42979711,42996911,17201,0.873004110641534
"gene-LOC134687398","NC_086382.1",43028584,43042314,13731,0.786735964200936
"gene-LOC134687922","NC_086382.1",43051296,43053067,1772,0.305579362608807
"gene-LOC134687923","NC_086382.1",43053152,43054486,1335,0.43481519654902
"gene-LOC134686263","NC_086382.1",43067853,43075319,7467,0.890638060100242
"gene-LOC134686264","NC_086382.1",43078334,43108824,30491,0.681147204726867
"gene-LOC134686265","NC_086382.1",43114724,43124668,9945,0.893048230442199
"gene-LOC134686266","NC_086382.1",43132544,43151624,19081,0.919354402013995
"gene-LOC134686267","NC_086382.1",43153677,43158306,4630,0.968520515658071
"gene-LOC134687401","NC_086382.1",43188989,43234894,45906,0.81529683233726
"gene-LOC134687399","NC_086382.1",43219033,43219386,354,0.877140871849301
"gene-LOC134687400","NC_086382.1",43238404,43243425,5022,1.08076078226277
"gene-LOC134687403","NC_086382.1",43249134,43268038,18905,0.93670285960151
"gene-LOC134687404","NC_086382.1",43276133,43299168,23036,0.87007387126324
"gene-LOC134687405","NC_086382.1",43277412,43278573,1162,0.804591790854772
"gene-LOC134686268","NC_086382.1",43312150,43315740,3591,0.919210224479764
"gene-LOC134686269","NC_086382.1",43367881,43434133,66253,0.832470751603589
"gene-LOC134687407","NC_086382.1",43443126,43448647,5522,0.854236052670378
"gene-LOC134687408","NC_086382.1",43460026,43463718,3693,0.761838036391665
"gene-LOC134687409","NC_086382.1",43475588,43478532,2945,0.626372424161378
"gene-LOC134687410","NC_086382.1",43497627,43564301,66675,0.375197051448384
"gene-LOC134686271","NC_086382.1",43593091,43600023,6933,0.930832676517926
"gene-LOC134687413","NC_086382.1",43643302,43662674,19373,0.333221977510961
"gene-LOC134686272","NC_086382.1",43651659,43654467,2809,0.162177213959405
"gene-LOC134687412","NC_086382.1",43654620,43708335,53716,0.708894223861477
"gene-LOC134686273","NC_086382.1",43716269,43739098,22830,0.443829681605205
"gene-LOC134687414","NC_086382.1",43743110,43767471,24362,0.418510256909357
"gene-LOC134687925","NC_086382.1",43779524,43780328,805,1.0267531767912
"gene-LOC134686274","NC_086382.1",43822257,43824552,2296,0.143079633470154
"gene-LOC134687926","NC_086382.1",43874537,43878004,3468,0.917011427513212
"gene-LOC134686275","NC_086382.1",43885845,43893675,7831,0.658409193584365
"gene-LOC134687927","NC_086382.1",43924217,43938367,14151,0.839934695171231
"gene-LOC134687928","NC_086382.1",43941640,43945028,3389,0.664437480639194
"gene-LOC134687929","NC_086382.1",44025947,44027580,1634,0.324552072555272
"gene-LOC134687208","NC_086382.1",44095609,44098713,3105,0.85101198191206
"gene-LOC134686283","NC_086382.1",44116803,44119499,2697,1.13732732309818
"gene-LOC134686687","NC_086382.1",44121029,44124304,3276,0.863125629151057
"gene-LOC134686276","NC_086382.1",44135198,44139713,4516,0.846897712180389
"gene-LOC134687930","NC_086382.1",44146006,44149290,3285,0.875799654719269
"gene-LOC134687931","NC_086382.1",44181509,44203417,21909,0.896108882729668
"gene-LOC134686277","NC_086382.1",44208542,44213815,5274,0.665633830697086
"gene-LOC134686280","NC_086382.1",44222058,44227444,5387,0.679449630979591
"gene-LOC134686278","NC_086382.1",44233396,44239858,6463,0.659965982901392
"gene-LOC134687932","NC_086382.1",44246331,44247332,1002,0.484281598230096
"gene-LOC134687416","NC_086382.1",44251319,44258393,7075,0.865039877357057
"gene-LOC134687417","NC_086382.1",44277734,44299161,21428,0.373088060924339
"gene-LOC134687418","NC_086382.1",44299385,44311505,12121,0.601850358160966
"gene-LOC134687419","NC_086382.1",44313729,44332862,19134,0.358210315975322
"gene-LOC134687420","NC_086382.1",44338826,44360659,21834,0.848439248974064
"gene-LOC134687421","NC_086382.1",44370696,44393015,22320,0.853478706882609
"gene-LOC134687422","NC_086382.1",44396900,44406715,9816,0.805315898813468
"gene-LOC134687423","NC_086382.1",44406868,44419467,12600,0.825373253057427
"gene-LOC134687424","NC_086382.1",44421922,44434413,12492,0.279274286558657
"gene-LOC134687425","NC_086382.1",44438582,44443082,4501,0.841306053784991
"gene-LOC134686281","NC_086382.1",44453476,44462957,9482,0.4034948321973
"gene-LOC134687426","NC_086382.1",44463128,44494069,30942,0.292003867544995
"gene-LOC134687427","NC_086382.1",44500635,44517937,17303,0.358360648248666
"gene-LOC134687428","NC_086382.1",44525666,44540831,15166,0.760886290933511
"gene-LOC134687430","NC_086382.1",44549251,44576024,26774,0.836854855668954
"gene-LOC134687933","NC_086382.1",44579671,44587158,7488,0.812728322192198
"gene-LOC134687431","NC_086382.1",44618715,44648466,29752,0.860313197126556
"gene-LOC134687434","NC_086382.1",44657074,44674925,17852,0.839239759481876
"gene-LOC134687437","NC_086382.1",44675542,44683875,8334,0.775757128853028
"gene-LOC134687432","NC_086382.1",44684564,44710541,25978,0.348546618681647
"gene-LOC134687433","NC_086382.1",44712359,44730754,18396,0.346622538355443
"gene-LOC134687934","NC_086382.1",44733930,44735639,1710,0.202480483910145
"gene-LOC134687435","NC_086382.1",44741571,44943319,201749,0.340264926891342
"gene-LOC134687438","NC_086382.1",44962962,45034889,71928,0.358780154121949
"gene-LOC134687444","NC_086382.1",45035626,45055694,20069,0.462781147293644
"gene-LOC134687439","NC_086382.1",45074011,45185821,111811,0.367368529969184
"gene-LOC134687440","NC_086382.1",45193046,45203464,10419,0.308846474810432
"gene-LOC134687442","NC_086382.1",45211628,45260557,48930,0.388253788423649
"gene-LOC134687443","NC_086382.1",45242544,45247352,4809,0.482514750648807
"gene-LOC134686282","NC_086382.1",45264804,45273047,8244,0.611385696940414
"gene-LOC134687445","NC_086382.1",45273171,45289792,16622,0.777129473950182
"gene-LOC134687446","NC_086382.1",45300522,45333987,33466,0.376853795694976
"gene-LOC134687448","NC_086382.1",45344063,45369337,25275,0.392228272239838
"gene-LOC134687447","NC_086382.1",45369315,45406515,37201,0.459750392363184
"gene-LOC134687449","NC_086382.1",45463498,45473505,10008,0.836251789008168
"gene-LOC134687451","NC_086382.1",45535719,45605275,69557,0.824194699282177
"gene-LOC134687935","NC_086382.1",45609269,45610971,1703,0.852520123115396
"gene-LOC134687452","NC_086382.1",45613218,45660122,46905,0.445392213647098
"gene-LOC134687454","NC_086382.1",45663168,45676254,13087,0.425462274125543
"gene-LOC134687453","NC_086382.1",45676283,45684654,8372,0.417350738320977
"gene-LOC134687457","NC_086382.1",45689646,45697043,7398,0.585419266605141
"gene-LOC134687455","NC_086382.1",45693006,45706825,13820,0.442398835353184
"gene-LOC134687458","NC_086382.1",45711828,45746214,34387,0.46565239789295
"gene-LOC134687459","NC_086382.1",45750141,45758616,8476,0.454905001200077
"gene-LOC134687460","NC_086382.1",45763473,45790861,27389,0.267070171786201
"gene-LOC134687461","NC_086382.1",45791792,45827919,36128,0.840852248535689
"gene-LOC134687462","NC_086382.1",45828826,45834206,5381,0.480552757268947
"gene-LOC134687465","NC_086382.1",45837038,45852089,15052,0.85246733299644
"gene-LOC134687463","NC_086382.1",45843762,45848087,4326,0.61469769604139
"gene-LOC134687464","NC_086382.1",45847699,45849829,2131,0.661858967028522
"gene-LOC134686284","NC_086382.1",45862521,45865054,2534,0.733365591549312
"gene-LOC134687466","NC_086382.1",45869466,45887263,17798,0.848595278714687
"gene-LOC134687467","NC_086382.1",45899201,45909465,10265,1.03212405397533
"gene-LOC134687468","NC_086382.1",45911706,45948033,36328,0.444086061691439
"gene-LOC134687470","NC_086382.1",45922734,45924863,2130,0.309918625611415
"gene-LOC134687471","NC_086382.1",45954117,45979217,25101,0.432812048955751
"gene-LOC134687472","NC_086382.1",45985480,46006598,21119,0.380433930284792
"gene-LOC134687936","NC_086382.1",46013563,46015452,1890,0.799001520072478
"gene-LOC134687937","NC_086382.1",46035862,46051260,15399,0.831862061250181
"gene-LOC134687938","NC_086382.1",46120341,46120976,636,0.331377156927917
"gene-LOC134687939","NC_086382.1",46230156,46231541,1386,0.789660649819495
"gene-LOC134687940","NC_086382.1",46303367,46305599,2233,0.997321628584229
"gene-LOC134687941","NC_086382.1",46440844,46484051,43208,0.441104892495207
"gene-LOC134687474","NC_086382.1",46487972,46492086,4115,0.711728473086657
"gene-LOC134687475","NC_086382.1",46495760,46500917,5158,0.800670424731619
"gene-LOC134687476","NC_086382.1",46553608,46568232,14625,0.79922249831123
"gene-LOC134686285","NC_086382.1",46570643,46571816,1174,0.812446570451111
"gene-LOC134687478","NC_086382.1",46588079,46596166,8088,0.835492406471033
"gene-LOC134687480","NC_086382.1",46600888,46610367,9480,0.814033013054789
"gene-LOC134687477","NC_086382.1",46613849,46638906,25058,0.798219186341864
"gene-LOC134687481","NC_086382.1",46644405,46653126,8722,0.777121781433148
"gene-LOC134687942","NC_086382.1",46654541,46656436,1896,0.914823330016028
"gene-LOC134687482","NC_086382.1",46663933,46684281,20349,0.360184542237592
"gene-LOC134687483","NC_086382.1",46689386,46713612,24227,0.833205020175835
"gene-LOC134687943","NC_086382.1",46737681,46745319,7639,0.702205894386427
"gene-LOC134687484","NC_086382.1",46756091,46762396,6306,0.451188513280962
"gene-LOC134686286","NC_086382.1",46764038,46773987,9950,0.588179326620376
"gene-LOC134687485","NC_086382.1",46777989,46785854,7866,0.739858972070489
"gene-LOC134687486","NC_086382.1",46787810,46795784,7975,0.844211959655571
"gene-LOC134687944","NC_086382.1",46797183,46805310,8128,0.827464335721799
"gene-LOC134687487","NC_086382.1",46821170,46835380,14211,0.37913305062596
"gene-LOC134687489","NC_086382.1",46841105,46908339,67235,0.304927707296383
"gene-LOC134687488","NC_086382.1",46873291,46918139,44849,0.43881952936613
"gene-LOC134687491","NC_086382.1",46956270,46965392,9123,0.318926033155753
"gene-LOC134687945","NC_086382.1",46974627,46995134,20508,0.799951288288963
"gene-LOC134687492","NC_086382.1",47006300,47030120,23821,0.816964897647017
"gene-LOC134687946","NC_086382.1",47034064,47034738,675,0.56559695756319
"gene-LOC134687493","NC_086382.1",47035422,47048565,13144,0.858359127181083
"gene-LOC134687494","NC_086382.1",47051243,47054994,3752,0.870177214057689
"gene-LOC134687495","NC_086382.1",47056547,47075631,19085,0.887866499027224
"gene-LOC134687947","NC_086382.1",47075732,47093427,17696,0.911381104228206
"gene-LOC134687948","NC_086382.1",47095970,47122112,26143,0.858194195517362
"gene-LOC134687949","NC_086382.1",47135549,47140257,4709,0.925079779841056
"gene-LOC134687496","NC_086382.1",47146717,47156468,9752,0.937481435994581
"gene-LOC134687950","NC_086382.1",47164362,47165609,1248,0.0463778100302484
"gene-LOC134687952","NC_086382.1",47168534,47221867,53334,0.412463005665834
"gene-LOC134687953","NC_086382.1",47222582,47290341,67760,0.431058713123868
"gene-LOC134687954","NC_086382.1",47296842,47298290,1449,1.01942694251793
"gene-LOC134687955","NC_086382.1",47301810,47308377,6568,0.882007023868818
"gene-LOC134686682","NC_086382.1",47308706,47310110,1405,0.468666904083571
"gene-LOC134687956","NC_086382.1",47323681,47329056,5376,0.812498678949284
"gene-LOC134686287","NC_086382.1",47332113,47356629,24517,0.879939890739097
"gene-LOC134687957","NC_086382.1",47362717,47401309,38593,0.893641299002412
"gene-LOC134687958","NC_086382.1",47428484,47511801,83318,0.757966293351089
"gene-LOC134687497","NC_086382.1",47467560,47471876,4317,0.390801250115788
"gene-LOC134687498","NC_086382.1",47512586,47531384,18799,0.836685599952402
"gene-LOC134687499","NC_086382.1",47535296,47565426,30131,0.779916108361211
"gene-LOC134687500","NC_086382.1",47565812,47577304,11493,0.748943664480316
"gene-LOC134686288","NC_086382.1",47577913,47585374,7462,0.839621099922405
"gene-LOC134687502","NC_086382.1",47591352,47599880,8529,0.658540732058016
"gene-LOC134686290","NC_086382.1",47602391,47604383,1993,0.753021337616326
"gene-LOC134687959","NC_086382.1",47607006,47608801,1796,0.77449702512363
"gene-LOC134687960","NC_086382.1",47617543,47626273,8731,0.790908126826809
"gene-LOC134687961","NC_086382.1",47633625,47650500,16876,0.672906212612257
"gene-LOC134687962","NC_086382.1",47646192,47665654,19463,0.863977166643419
"gene-LOC134687503","NC_086382.1",47668071,47717007,48937,0.882128115868495
"gene-LOC134687504","NC_086382.1",47671437,47674982,3546,0.876656511644638
"gene-LOC134686291","NC_086382.1",47725237,47728202,2966,0.647794665766159
